,tsmom_20,csmom_20,trend_efficiency_20,realized_vol_20,momentum_quality_20,vol_managed_momentum_20,tsmom_60,csmom_60,trend_efficiency_60,realized_vol_60,momentum_quality_60,vol_managed_momentum_60,tsmom_120,csmom_120,trend_efficiency_120,realized_vol_120,momentum_quality_120,vol_managed_momentum_120,multi_horizon_trend,carry,curve_curvature,term_structure_slope,carry_change_5,basis_momentum_5,term_structure_momentum_5,term_structure_acceleration_5,carry_change_20,basis_momentum_20,term_structure_momentum_20,term_structure_acceleration_20,carry_change_60,basis_momentum_60,term_structure_momentum_60,value_60,value_120,value_252,reversal_5,oi_growth_5,reversal_20,oi_growth_20,price_oi_20,volume_shock_20,oi_surprise_20,volume_shock_60,oi_surprise_60,amihud_20,volume_oi_turnover,low_vol_20,low_vol_60,realized_skew_60,realized_skew_120,seasonality_3y_month,idiosyncratic_vol_60,relative_value_residual_60,correlation_risk_20_120,volume_price_divergence_20,interaction__tsmom_60__carry,interaction__momentum_quality_60__carry,interaction__tsmom_20__oi_surprise_20
tsmom_20,1.0,0.9139713606318091,0.10943298002139958,0.001827056259297998,0.9355361131461706,0.6902106511782713,0.5499847693644379,0.4926002384441656,0.09115018778036119,-0.015405852951981132,0.5214049738214445,0.3710432458311305,0.40483600970821176,0.3734323419367303,0.06574321918456737,-0.019614197261677364,0.3846254650613168,0.27453534202417645,0.6521244198949413,0.08491780443777948,0.02931901491140034,0.24037931625654776,0.01875466547324907,0.022219643166098205,0.195759182680496,0.015049831052223734,-0.0009057999376539252,0.0021601680826030963,0.35396199787084254,0.2518894157319673,0.004629947864103599,0.007571490104816606,0.22704876798384638,-0.8055306956077929,-0.6624645502998205,-0.5056680763139116,-0.445340336252071,0.009098717754808288,-0.9017798372916759,0.058232283678067175,0.17828488094060146,0.08291842279720524,0.0005456348317499185,0.10873173041635198,0.007110541202366239,-0.04292239637227378,0.06173181951288314,-0.007298181971665051,0.008364819080724962,0.08038420122676651,0.053501025855875996,0.026128747613737482,-0.018819282969269994,-0.4214908159867563,-0.04467493114522029,0.5726654589014609,0.04768272065546649,0.05372867348937345,0.0044771822118090015
csmom_20,0.9139713606318091,1.0,0.10270088876187118,0.025111907760963344,0.8077696364504581,0.5562930321893499,0.5103858175595807,0.5017161579470121,0.09669346055838333,0.0035028293831595057,0.48149807642418163,0.2894508032329271,0.36167870926132384,0.35279571456666514,0.05908210219671665,-0.003826915354587191,0.3414020516204863,0.21883953351541374,0.6187733447155478,0.07004760763480679,0.03219350267116735,0.23030153830421163,0.01827644973235483,0.020025911961626786,0.2016904166358966,0.01862665612679272,-0.0120754877962369,-0.009780158368146647,0.3604115461248372,0.25601346510059236,-0.008660264583664075,-0.004782607130086731,0.2218848750129549,-0.7515746886488722,-0.61011032042406,-0.4652211635677249,-0.4443454602665922,0.004074057987636967,-0.9466228813913556,0.0556218260765473,0.14543871962530563,0.07217459851022093,-0.001731023672573674,0.10013888832148948,0.0026398714861220465,-0.03421017912401786,0.07559686079404818,-0.03262906575736307,-0.010799747100730029,0.09107068565232858,0.06166652289986128,0.023392679378563323,0.0007050677489044711,-0.39574756023460617,-0.029234831313804385,0.5405271792383909,0.05762680197700176,0.0607456987013495,-4.045007245567791e-05
trend_efficiency_20,0.10943298002139958,0.10270088876187118,1.0,0.04127624879453564,0.12337379590310019,0.04971246267014339,0.05482725366554188,0.04387732818394113,0.2646038723149052,0.006757239984825735,0.07310815558602006,0.006831290807276704,0.04633706101665836,0.034588233073039494,0.12968609532879258,-0.0037619285577626194,0.06345672036037774,0.0057447115741430365,0.029259753452667712,0.023166443069459995,0.006177818441340929,0.0329119169628846,0.00025743008554978753,-0.0054356251477969495,0.009500858067353332,0.004498074213398144,-0.0008747015417330589,-0.004933291579489217,0.015709190762393892,0.012758791991256381,0.002505231515422514,0.0040062900589927595,0.008115570193876787,-0.06870589563709831,-0.06234934673484904,-0.05385679727577497,-0.05843728006189722,0.12452089398801727,-0.10177697587886311,0.1929879511817814,0.06611538677049969,0.1460795462935418,0.02735820475191637,0.16842437574159025,0.05419876435213477,-0.011097841363163911,0.015453391198289347,-0.03960064132572125,-0.008177965608550266,-0.0031934107914623855,-0.007304289893233413,0.010671447009467119,0.004542953567319351,-0.04745118798094161,-0.035529781188273414,-0.013980985821707322,0.03406887338848082,0.04944783265811573,-0.005531177394980899
realized_vol_20,0.001827056259297998,0.025111907760963344,0.04127624879453564,1.0,-0.0010249250429170405,-0.019086389148639752,0.05056304310171409,0.07018686903196254,0.12025319173427133,0.9048240220532332,0.0542231328295509,-0.017138091447411095,0.07484777035127436,0.09181152477516996,0.07909408819261868,0.8519554460363162,0.07030000214512677,0.012583580351799501,0.03274347485968383,0.13689499653330553,-0.01686211978994205,0.2123526661832543,0.004401585791621073,0.005298764746971219,-0.006271912114194573,-0.007310411829001443,0.004254252257714845,0.004294773257705505,0.013513756791536881,0.007085552832181091,-0.015645081441333166,-0.013830086148841389,-0.00935292489068382,-0.025635851188901236,-0.051091600237222916,-0.11521082604161274,-0.00489829874652535,-0.010952798359516578,-0.03090602439724276,-0.008269380176608216,-0.015462638046202282,0.02238249403798265,0.0001892227205454728,0.11102246887718097,-0.007953540140089095,0.21553198881244343,0.4586458409349384,-0.9475115748157656,-0.8682152239004591,-0.008667848799304415,0.003992465310795325,0.09451360578628391,0.6321546048825266,-0.07803671274785212,0.10557487878470288,-0.03925505873061616,0.08039893852093358,0.08029778187273146,-0.016228999022966845
momentum_quality_20,0.9355361131461706,0.8077696364504581,0.12337379590310019,-0.0010249250429170405,1.0,0.516763011970039,0.5268185413827574,0.46649332879236055,0.0955528326627187,-0.01719252016096027,0.5199440243304311,0.337321280359414,0.38795507038732335,0.35424245651308967,0.07248251155822788,-0.022018857033386116,0.379914520314274,0.25533227570107286,0.5396381373664091,0.08217260413928747,0.03232134957823646,0.2380102591068544,0.015080445563873045,0.01921287859954827,0.1935428658751948,0.017277678047324236,-0.001235554455073637,0.002293091060373358,0.3441947996740678,0.24501809198252347,0.005552224834007841,0.007882800630999665,0.2291251823324355,-0.7311782109274826,-0.6211547354518507,-0.4769050173468892,-0.43264157886422533,0.006420193863497144,-0.8451424542004857,0.05380498777035736,0.22043180565991424,0.08077607169166223,-0.0018894461453955725,0.10612076091386424,0.004929294948303526,-0.043857110096841664,0.05496448780509895,-0.003425205502438056,0.010360733439057968,0.09044866988092114,0.0648903831105913,0.025566891954189288,-0.018640812327697785,-0.40713605207159886,-0.039671205697826964,0.535636323447577,0.054543772363268454,0.06164279115867532,0.009861879006620331
vol_managed_momentum_20,0.6902106511782713,0.5562930321893499,0.04971246267014339,-0.019086389148639752,0.516763011970039,1.0,0.35008058196836256,0.26867646825675684,0.04359838064225885,-0.028302765227193626,0.30661455459536274,0.3508565890626776,0.2735675445673682,0.23293380925332552,0.034845309787766766,-0.02919373133855308,0.2449626626145058,0.23385785051831073,0.6151595291873185,0.04455591522061816,0.02001644288917575,0.11873692036223193,0.008848219058849085,0.011366541383684352,0.09077777611358936,0.0011388572348638498,-0.0014565384199424216,-0.0004588118683220331,0.1774158554820528,0.12645079108411453,0.00604149000216471,0.0077029950163457666,0.11018667868436305,-0.574053589450489,-0.4549556372580116,-0.34358103697761916,-0.23330532529576442,0.016356454342217344,-0.4821435749639867,0.04085380962528664,0.06592662814520059,0.06094843194332296,0.009466516882653557,0.07711609493426046,0.011362212519075581,-0.030286404309002635,0.0293704278342497,0.017481038006725836,0.02501245507030932,0.037187312850316886,0.018909210646624236,0.016564396561846256,-0.029393347940706357,-0.2587171392348702,-0.039686444856672526,0.38441108777649285,-0.004222614352546283,0.00032446849578582555,-0.0006989601302227202
tsmom_60,0.5499847693644379,0.5103858175595807,0.05482725366554188,0.05056304310171409,0.5268185413827574,0.35008058196836256,1.0,0.9193520148549448,0.13825926406336755,0.020094430011187915,0.9340479712380565,0.6668634557514135,0.6963408139748083,0.6443346688149678,0.11166056547685659,-0.011896002286312504,0.653687660453312,0.48733895207537986,0.755320646019338,0.1987107368763977,0.011408649369323367,0.4090632599051634,0.009993290628310012,0.017934108050565983,0.10235067613820133,0.007508940145874622,0.030477317594508356,0.03875006785490062,0.20860709877428155,-0.006203669247878706,0.05458691021864974,0.05728551494332576,0.3842052036889626,-0.7430796709665614,-0.850548867643819,-0.7625717178845126,-0.2616072348459307,-0.011794370994846735,-0.5107833390572665,-0.015699402008322306,0.19220970523744985,0.01985201241009454,0.0036203344969116765,0.04402312372304183,-0.0024624742411409302,-0.06172109074310583,0.05955258135296754,-0.05512282645106029,-0.0259223525357373,0.22483168088780564,0.13169754327760233,0.05537343338763419,0.009074502321486185,-0.7613486799311705,-0.031967909873864025,0.23871503843266811,0.09429177330935716,0.10451902235242609,-0.012092733297775205
csmom_60,0.4926002384441656,0.5017161579470121,0.04387732818394113,0.07018686903196254,0.46649332879236055,0.26867646825675684,0.9193520148549448,1.0,0.14266461296596278,0.047991699754541005,0.8108704146632755,0.5466634468734796,0.6235794374701772,0.6281215580371148,0.09300564856059862,0.01757607846436592,0.577984910511934,0.38273941934635336,0.7089707215367662,0.19713284748196971,0.005093962612587148,0.40305154932283827,0.011055253433755005,0.020692167684585688,0.10149337562942194,0.006874000334806515,0.03714929811463086,0.04760277579975504,0.20696772299314659,-0.012272354633043232,0.06530631777199589,0.0692262021147742,0.39143468845334894,-0.6923506345689895,-0.7803393501197307,-0.6888285018256686,-0.24917600814062332,-0.013817298812135977,-0.5025776038133083,-0.025870625403246347,0.19027922943525985,0.010646369354945387,0.0026566174710216947,0.029028062593857627,-0.003005035886559044,-0.0529665016785786,0.07061551364520059,-0.07626748586555847,-0.0546063409679739,0.18312020845513546,0.10613682089793783,0.06084952311189834,0.041664649631436235,-0.6956341625068829,-0.03047360297771537,0.21595049883985626,0.12178372975364327,0.12132666937215554,-0.00964052225446343
trend_efficiency_60,0.09115018778036119,0.09669346055838333,0.2646038723149052,0.12025319173427133,0.0955528326627187,0.04359838064225885,0.13825926406336755,0.14266461296596278,1.0,0.046612540743027245,0.159123931280001,0.027548848106607793,0.11026703738082337,0.08976081511272618,0.4091496842855024,-0.00025800859242293607,0.14961172224806782,0.01345224546801856,0.060288903590147644,0.05224339021072399,0.005119028545530098,0.06964733736525515,-0.0013382293731572178,-0.0015331581764392009,0.024297229443879985,0.008049966219961385,0.016435722890643732,0.009019825571953957,0.02904486167628441,0.02212593302695382,0.0016703857576430047,-0.004960621498193464,0.018982692112120975,-0.08864527349485833,-0.10393037573463815,-0.11949031964252922,-0.0630711426688576,0.028134127555999998,-0.10642022898789774,0.0808738323860259,0.012733855470586785,0.07960977969410288,-0.0030174406489898173,0.15849829364382612,-0.003806876821375324,-0.023341839329203078,0.025996611209670874,-0.11488018409998059,-0.044967237572209995,0.04531031865158063,0.040684613438681426,0.019845245366216662,0.06205539132985315,-0.10298435907377412,0.011955880946562832,0.014667270596622078,0.17068785680542595,0.20670177390716227,0.006278912150890429
realized_vol_60,-0.015405852951981132,0.0035028293831595057,0.006757239984825735,0.9048240220532332,-0.01719252016096027,-0.028302765227193626,0.020094430011187915,0.047991699754541005,0.046612540743027245,1.0,0.02085263285103127,-0.0354907069570685,0.046942467414547245,0.06544707995601613,0.05182091932972857,0.9525417347425825,0.04455710868460033,-0.007034007836437997,0.01112641822300245,0.13945509949691173,-0.024631227225638323,0.20561485387597558,-0.0003774267610608852,0.0006532565797050282,-0.011594114469990225,-0.000242244167558882,-0.002475139040153133,0.00012054757679678576,-0.015280081426106476,-0.003300881049096102,-0.018457770331392766,-0.014781818116539482,-0.02282329716130366,0.006303662594117339,-0.014768981205347698,-0.08687885677111717,-9.842357329469593e-05,-0.009175989563812381,-0.003787670918436186,-0.021507810192342037,-0.027916313549700235,-0.01983290396727812,0.0037349803646485914,0.0033533273078094864,-0.0026855311667743826,0.2006769110225864,0.4489642996146245,-0.8738278538135217,-0.955400239121941,-0.021371784398951276,-0.011127530267503212,0.0970969268470815,0.6984943008510491,-0.04772104193547359,0.035180223770540746,0.0037795929003222846,0.07838788251665585,0.0729537253268385,-0.012077687824851907
